Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price
Mercedes-Benz,2018,Sprinter,Melbourne Truck and Vans,2018 Mercedes-Benz Sprinter 311cdi,USED,Automatic,-,Other,Diesel,-,111446,White / -,"Preston, VIC",-,Commercial,,,50000-60000 AUD
Mercedes-Benz,2021,A180,Sedan,2021 Mercedes-Benz A180,USED,Automatic,"4 cyl, 1.3 L",Front,Unleaded,5.7 L / 100 km,14251,White / Black Artico Dinamica,"Mulgrave, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,50000-60000 AUD
Kia,2020,Stinger,Sedan,2020 Kia Stinger GT (black Leather),USED,Automatic,"6 cyl, 3.3 L",Rear,Unleaded,10.2 L / 100 km,57800,Grey / -,"Artarmon, NSW",6 cyl,Sedan, 4 Doors, 5 Seats,50000-60000 AUD
Land,2013,Rover,SUV,2013 Land Rover Range Rover Sport 3.0 SDV6 SE,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,7.5 L / 100 km,187010,White / -,"Saint Marys, NSW",6 cyl,SUV, 4 Doors, 5 Seats,50000-60000 AUD
Lexus,2021,CT,Hatchback,2021 Lexus CT 200H Luxury Hybrid,USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,4.1 L / 100 km,7174,White / Black,"Waterloo, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,50000-60000 AUD
BMW,2019,X3,SUV,2019 BMW X3 Sdrive20I,USED,Automatic,"4 cyl, 2 L",4WD,Unleaded,7.4 L / 100 km,23593,White / -,"Mosman, NSW",4 cyl,SUV, 4 Doors, 5 Seats,50000-60000 AUD
Land,2014,Rover,SUV,2014 Land Rover Range Rover Sport 3.0 SDV6 Autobiography,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,7.5 L / 100 km,191825,White / Black,"Cabramatta, NSW",6 cyl,SUV, 4 Doors, 5 Seats,50000-60000 AUD
Land,2017,Rover,SUV,2017 Land Rover Discovery TD4 SE,USED,Automatic,"4 cyl, 2 L",4WD,Diesel,6.2 L / 100 km,76381,White / Black,"Blacktown, NSW",4 cyl,SUV, 4 Doors, 5 Seats,50000-60000 AUD
Ford,2020,Ranger,Ute / Tray,2020 Ford Ranger Wildtrak 2.0 (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,7.4 L / 100 km,56076,Grey / -,"West Gosford, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,50000-60000 AUD
Volvo,2016,XC90,SUV,2016 Volvo XC90 T6 R-Design,USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.5 L / 100 km,124000,White / Black,"SOUTH MELBOURNE, VIC",4 cyl,SUV, 4 Doors, 7 Seats,50000-60000 AUD
Toyota,2018,Landcruiser,SUV,2018 Toyota Landcruiser Prado VX (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8 L / 100 km,164950,White / -,"Wongan Hills, WA",4 cyl,SUV, 4 Doors, 7 Seats,50000-60000 AUD
Toyota,2019,RAV4,SUV,2019 Toyota RAV4 Cruiser 2WD Hybrid,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.7 L / 100 km,50290,Blue / Black,"East Maitland, NSW",4 cyl,SUV, 5 Doors, 5 Seats,50000-60000 AUD
Ford,2018,Ranger,Ute / Tray,2018 Ford Ranger Wildtrak 3.2 (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,8.9 L / 100 km,65078,White / -,"Armidale, NSW",5 cyl,Ute / Tray, 4 Doors, 5 Seats,50000-60000 AUD
Hyundai,2021,I30,Hatchback,2021 Hyundai I30 N Limited Edition,USED,Manual,"4 cyl, 2 L",Front,Premium,8.5 L / 100 km,17515,White / Black,"Liverpool, NSW",4 cyl,Hatchback, 4 Doors, 5 Seats,50000-60000 AUD
Audi,2018,S5,Hatchback,2018 Audi S5 Sportback 3.0 Tfsi Quattro,USED,Automatic,"6 cyl, 3 L",AWD,Premium,7.7 L / 100 km,100698,White / -,"Somerton Park, SA",6 cyl,Hatchback, 5 Doors, 4 Seats,50000-60000 AUD
Honda,2021,CR-V,SUV,2021 Honda CR-V VTI LX (awd) 5 Seats,USED,Automatic,"4 cyl, 1.5 L",AWD,Unleaded,7.4 L / 100 km,70,Red / Leather,"Springvale, VIC",4 cyl,SUV, 4 Doors, 5 Seats,50000-60000 AUD
Toyota,2020,RAV4,SUV,2020 Toyota RAV4 Cruiser (2WD) Hybrid,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.7 L / 100 km,496,Grey / Black,"Bibra Lake, WA",4 cyl,SUV, 5 Doors, 5 Seats,50000-60000 AUD
Jeep,2018,Grand,SUV,2018 Jeep Grand Cherokee Trailhawk (4X4),USED,Automatic,"6 cyl, 3 L",4WD,Diesel,7.5 L / 100 km,53419,Grey / -,"Osborne Park, WA",6 cyl,SUV, 4 Doors, 5 Seats,50000-60000 AUD
Kia,2019,Carnival,Wagon,2019 Kia Carnival Platinum,USED,Automatic,"4 cyl, 2.2 L",Front,Diesel,7.7 L / 100 km,52500,Black / -,"Rockingham, WA",4 cyl,Wagon, 4 Doors, 8 Seats,50000-60000 AUD
Holden,2017,Commodore,Sedan,2017 Holden Commodore SS-V Redline,USED,Automatic,"8 cyl, 6.2 L",Rear,Premium,11.8 L / 100 km,102200,Red / Black,"Mornington, VIC",8 cyl,Sedan, 4 Doors, 5 Seats,50000-60000 AUD
Jaguar,2016,F-Pace,SUV,2016 Jaguar F-Pace 35T R-Sport,USED,Automatic,"6 cyl, 3 L",AWD,Premium,8.9 L / 100 km,120404,Black / -,"Port Melbourne, VIC",6 cyl,SUV, 4 Doors, 5 Seats,50000-60000 AUD
Isuzu,2021,D-MAX,Ute / Tray,2021 Isuzu D-MAX SX (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,8 L / 100 km,61749,Grey / Black,"Port Macquarie, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,50000-60000 AUD
Audi,2017,SQ5,SUV,2017 Audi SQ5 3.0 Tfsi Quattro,USED,Automatic,"6 cyl, 3 L",AWD,Premium,8.7 L / 100 km,72557,Blue / -,"Cardiff, NSW",6 cyl,SUV, 4 Doors, 5 Seats,50000-60000 AUD
Toyota,2021,RAV4,SUV,2021 Toyota RAV4 Cruiser (2WD) Hybrid,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.7 L / 100 km,23734,Black / -,"Mosman, NSW",4 cyl,SUV, 5 Doors, 5 Seats,50000-60000 AUD
Toyota,2019,Fortuner,Maddington Hyundai,2019 Toyota Fortuner GXL,USED,Automatic,-,Other,Diesel,-,80100,Silver / Black,"Maddington, WA",-,Wagon,,,50000-60000 AUD
Ford,2019,Everest,SUV,2019 Ford Everest Titanium (4WD 7 Seat),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,7.1 L / 100 km,76202,Silver / Black,"Caringbah, NSW",4 cyl,SUV, 4 Doors, 7 Seats,50000-60000 AUD
Land,2019,Rover,SUV,2019 Land Rover Range Rover Evoque D150 S (110KW),USED,Automatic,"4 cyl, 2 L",AWD,Diesel,5.7 L / 100 km,33041,Silver / Ebony Grained Leather,"Phillip, ACT",4 cyl,SUV, 4 Doors, 5 Seats,50000-60000 AUD
Toyota,2015,Hilux,Ute / Tray,2015 Toyota Hilux SR5 (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.5 L / 100 km,107084,Grey / Black,"Wangara, WA",4 cyl,Ute / Tray, 4 Doors, 5 Seats,50000-60000 AUD
Toyota,2022,RAV4,SUV,2022 Toyota RAV4 GX (2WD) Hybrid,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.8 L / 100 km,398,Black / Grey,"Waitara, NSW",4 cyl,SUV, 5 Doors, 5 Seats,50000-60000 AUD
Toyota,2020,Fortuner,SUV,2020 Toyota Fortuner Crusade,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,7.6 L / 100 km,92927,Silver / -,"Southport, QLD",4 cyl,SUV, 4 Doors, 7 Seats,50000-60000 AUD
Mercedes-Benz,2022,A180,Hatchback,2022 Mercedes-Benz A180,USED,Automatic,"4 cyl, 1.3 L",Front,Unleaded,5.7 L / 100 km,3785,White / Black Dinamica,"Mulgrave, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,50000-60000 AUD
Toyota,2016,Landcruiser,SUV,2016 Toyota Landcruiser Prado VX (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8 L / 100 km,104897,Silver / -,"Osborne Park, WA",4 cyl,SUV, 4 Doors, 7 Seats,50000-60000 AUD
Lexus,2019,NX,Mornington Mazda,2019 Lexus NX NX300 2WD F Sport,USED,Automatic,-,Front,Premium,-,34254,Blue / Bc,"Mornington, VIC",-,Wagon,,,50000-60000 AUD
Ford,2020,Ranger,Ute / Tray,2020 Ford Ranger FX4 2.0 (4X4) Special Edition,USED,Automatic,"4 cyl, 2 L",4WD,Diesel,7.4 L / 100 km,56270,White / -,"Narellan, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,50000-60000 AUD
Ford,2018,Mustang,Coupe,2018 Ford Mustang Fastback GT 5.0 V8,USED,Automatic,"8 cyl, 5 L",Rear,Premium,12.7 L / 100 km,68882,Silver / -,"Elizabeth, SA",8 cyl,Coupe, 2 Doors, 4 Seats,50000-60000 AUD
Toyota,2019,HiAce,Commercial,2019 Toyota HiAce Slwb GL Pack,USED,Automatic,"4 cyl, 2.8 L",Rear,Diesel,8.4 L / 100 km,88454,White / -,"Oakleigh, VIC",4 cyl,Commercial, 4 Doors, 2 Seats,50000-60000 AUD
Mitsubishi,2021,Pajero,SUV,2021 Mitsubishi Pajero Sport GLS (4X4) 7 Seat,USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8 L / 100 km,14671,Silver / Black,"Elsternwick, VIC",4 cyl,SUV, 4 Doors, 7 Seats,50000-60000 AUD
Ford,2020,Mustang,Hatchback,2020 Ford Mustang 2.3 Gtdi,USED,Automatic,"4 cyl, 2.3 L",Rear,Unleaded,9.5 L / 100 km,11487,Red / Black,"Berwick, VIC",4 cyl,Hatchback, 2 Doors, 4 Seats,50000-60000 AUD
Audi,2019,Q5,SUV,2019 Audi Q5 45 Tfsi Quattro Sport,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.3 L / 100 km,49431,White / Black,"Artarmon, NSW",4 cyl,SUV, 4 Doors, 5 Seats,50000-60000 AUD
Volkswagen,2022,Arteon,Hatchback,2022 Volkswagen Arteon 140TSI Elegance (restr Feat),USED,Automatic,"4 cyl, 2 L",Front,Premium,5.8 L / 100 km,1589,Silver / Black,"Wodonga, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,50000-60000 AUD
BMW,2019,M140I,Hatchback,2019 BMW M140I,USED,Automatic,"6 cyl, 3 L",Rear,Premium,7.1 L / 100 km,46147,White / Dakota Leather,"Berwick, VIC",6 cyl,Hatchback, 5 Doors, 5 Seats,50000-60000 AUD
Toyota,2017,Hilux,Ute / Tray,2017 Toyota Hilux SR (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.5 L / 100 km,131039,White / Grey,"Kenwick, WA",4 cyl,Ute / Tray, 4 Doors, 5 Seats,50000-60000 AUD
Ford,2019,Everest,SUV,2019 Ford Everest Titanium (4WD 7 Seat),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,7.1 L / 100 km,61131,Gold / Black,"Cannington, WA",4 cyl,SUV, 4 Doors, 7 Seats,50000-60000 AUD
Toyota,2023,RAV4,SUV,2023 Toyota RAV4 GXL (awd) Hybrid,USED,Automatic,"4 cyl, 2.5 L",AWD,Hybrid,4.8 L / 100 km,536,Red / 7Efa20,"North Wollongong, NSW",4 cyl,SUV, 5 Doors, 5 Seats,50000-60000 AUD
Toyota,2020,RAV4,SUV,2020 Toyota RAV4 Cruiser 2WD Hybrid,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.7 L / 100 km,31981,White / -,"Rutherford, NSW",4 cyl,SUV, 5 Doors, 5 Seats,50000-60000 AUD
Nissan,2020,Navara,Ute / Tray,2020 Nissan Navara N-Trek Special Edition (4X4),USED,Automatic,"4 cyl, 2.3 L",4WD,Diesel,7 L / 100 km,22982,White / -,"Bungalow, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,50000-60000 AUD
Mercedes-Benz,2019,A200,Sedan,2019 Mercedes-Benz A200,USED,Automatic,"4 cyl, 1.3 L",Front,Premium,5.7 L / 100 km,22835,Grey / Red,"Hyde Park, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,50000-60000 AUD
Mercedes-Benz,2021,A180,Sedan,2021 Mercedes-Benz A180,USED,Automatic,"4 cyl, 1.3 L",Front,Unleaded,5.7 L / 100 km,20022,Silver / Black,"Smeaton Grange, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,50000-60000 AUD
Mazda,2022,BT-50,Ute / Tray,2022 Mazda BT-50 XT (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,8 L / 100 km,26053,White / -,"Kedron, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,50000-60000 AUD
Toyota,2023,RAV4,SUV,2023 Toyota RAV4 GX (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6 L / 100 km,18,White / Black,"Ringwood, VIC",4 cyl,SUV, 5 Doors, 5 Seats,50000-60000 AUD
Lexus,2016,RX350,SUV,2016 Lexus RX350 F-Sport,USED,Automatic,"6 cyl, 3.5 L",AWD,-,9.6 L / 100 km,79235,Silver / Black,"Sunbury, VIC",6 cyl,SUV, 4 Doors, 5 Seats,50000-60000 AUD
Volkswagen,2019,Amarok,Ute / Tray,2019 Volkswagen Amarok V6 TDI 580 Ultimate,USED,Automatic,"6 cyl, 3 L",4WD,Diesel,8.9 L / 100 km,103997,White / Black,"Clarkson, WA",6 cyl,Ute / Tray, 4 Doors, 5 Seats,50000-60000 AUD
Mazda,2020,BT-50,Ute / Tray,2020 Mazda BT-50 GT (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,8 L / 100 km,21065,Silver / Brown Leather,"Mornington, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,50000-60000 AUD
Ford,2019,Everest,SUV,2019 Ford Everest Trend (4WD 7 Seat),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,8.5 L / 100 km,15347,Grey / -,"Ferntree Gully, VIC",5 cyl,SUV, 4 Doors, 7 Seats,50000-60000 AUD
Mitsubishi,2023,Outlander,SUV,2023 Mitsubishi Outlander Exceed 7 Seat (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,8.1 L / 100 km,1000,Silver / -,"Cannington, WA",4 cyl,SUV, 4 Doors, 7 Seats,50000-60000 AUD
Toyota,2020,Rav,USED Dealer ad,2020 Toyota Rav 4,USED,-,-,Other,-,-,62780,Blue / -,"Oakleigh, VIC",-,Wagon,,,50000-60000 AUD
Toyota,1998,Other,Australian Motor Traders,1998 Toyota Other,USED,Manual,-,Rear,Premium,-,158001,Gold / -,"Haberfield, NSW",-,Sedan, 5 Seats,,50000-60000 AUD
Chrysler,2019,300,Sedan,2019 Chrysler 300 SRT Core,USED,Automatic,"8 cyl, 6.4 L",Rear,Premium,13 L / 100 km,130151,White / -,"Campbelltown, NSW",8 cyl,Sedan, 4 Doors, 5 Seats,50000-60000 AUD
Toyota,2019,RAV4,SUV,2019 Toyota RAV4 Cruiser AWD Hybrid,USED,Automatic,"4 cyl, 2.5 L",AWD,Hybrid,4.8 L / 100 km,42797,Silver / Grey,"Warwick Farm, NSW",4 cyl,SUV, 5 Doors, 5 Seats,50000-60000 AUD
Toyota,2021,Camry,Sedan,2021 Toyota Camry SL Hybrid,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.5 L / 100 km,11458,Grey / -,"Elsternwick, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,50000-60000 AUD
Kia,2021,Carnival,Wagon,2021 Kia Carnival S,USED,Automatic,"4 cyl, 2.2 L",Front,Diesel,6.5 L / 100 km,13853,White / Black,"Frankston, VIC",4 cyl,Wagon, 4 Doors, 8 Seats,50000-60000 AUD
Ford,2018,Everest,SUV,2018 Ford Everest Titanium (4WD 7 Seat),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,7.1 L / 100 km,81406,Black / -,"Alexandria, NSW",4 cyl,SUV, 4 Doors, 7 Seats,50000-60000 AUD
Kia,2022,Sorento,SUV,2022 Kia Sorento Sport+ 7 Seat,USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,6.1 L / 100 km,23037,White / -,"West Gladstone, QLD",4 cyl,SUV, 4 Doors, 7 Seats,50000-60000 AUD
Mercedes-Benz,2016,GLC220,SUV,2016 Mercedes-Benz GLC220 D,USED,Automatic,"4 cyl, 2.1 L",AWD,Diesel,5.6 L / 100 km,122210,- / -,"Fyshwick, ACT",4 cyl,SUV, 4 Doors, 5 Seats,50000-60000 AUD
Hyundai,2022,I30,Sedan,2022 Hyundai I30 N Premium With Sunroof,USED,Manual,"4 cyl, 2 L",Front,Premium,8.2 L / 100 km,3522,Blue / Leather,"Liverpool, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,50000-60000 AUD
Nissan,2019,Navara,Ute / Tray,2019 Nissan Navara ST-X (4X4) (leather Trim),USED,Automatic,"4 cyl, 2.3 L",4WD,Diesel,7 L / 100 km,49136,Grey / Black,"Warrnambool, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,50000-60000 AUD
Hyundai,2022,Kona,SUV,2022 Hyundai Kona Elite Electric STD Range,USED,Automatic,0 L,Front,Electric,0 L / 100 km,4225,White / -,"Preston, VIC",0 L,SUV, 4 Doors, 5 Seats,50000-60000 AUD
Kia,2020,Stinger,Sedan,2020 Kia Stinger GT (black Leather),USED,Automatic,"6 cyl, 3.3 L",Rear,Unleaded,10.2 L / 100 km,27328,White / Black,"Mile End South, SA",6 cyl,Sedan, 4 Doors, 5 Seats,50000-60000 AUD
Volkswagen,2019,Amarok,Ute / Tray,2019 Volkswagen Amarok V6 TDI580 Highline Black Edit.,USED,Automatic,"6 cyl, 3 L",4WD,Diesel,8.9 L / 100 km,56312,White / Titanium Black Vienna Leather,"Phillip, ACT",6 cyl,Ute / Tray, 4 Doors, 5 Seats,50000-60000 AUD
Ford,2022,Ranger,Ute / Tray,2022 Ford Ranger Wildtrak 2.0 (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,7.4 L / 100 km,19500,White / Black,"Moonah, TAS",4 cyl,Ute / Tray, 4 Doors, 5 Seats,60000-70000 AUD
Toyota,2020,Landcruiser,SUV,2020 Toyota Landcruiser Prado GXL Flat Tailgate,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,7.9 L / 100 km,50901,White / -,"Elsternwick, VIC",4 cyl,SUV, 4 Doors, 7 Seats,60000-70000 AUD
Toyota,2020,Landcruiser,SUV,2020 Toyota Landcruiser Prado GXL (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8 L / 100 km,59475,White / Black,"Hendra, QLD",4 cyl,SUV, 4 Doors, 7 Seats,60000-70000 AUD
Nissan,2023,Pathfinder,SUV,2023 Nissan Pathfinder TI (2WD),USED,Automatic,"6 cyl, 3.5 L",Front,Premium,10 L / 100 km,4950,Grey / -,"Cannington, WA",6 cyl,SUV, 4 Doors, 8 Seats,60000-70000 AUD
Maserati,2017,Ghibli,Sedan,2017 Maserati Ghibli,USED,Automatic,"6 cyl, 3 L",Rear,Premium,8.9 L / 100 km,45963,Black / -,"Rozelle, NSW",6 cyl,Sedan, 4 Doors, 5 Seats,60000-70000 AUD
Toyota,2023,RAV4,SUV,2023 Toyota RAV4 Cruiser (2WD) Hybrid,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.8 L / 100 km,34,Blue / -,"Rockingham, WA",4 cyl,SUV, 5 Doors, 5 Seats,60000-70000 AUD
Toyota,2021,RAV4,SUV,2021 Toyota RAV4 Cruiser (awd) Hybrid,USED,Automatic,"4 cyl, 2.5 L",AWD,Hybrid,4.8 L / 100 km,17408,White / -,"Jandakot, WA",4 cyl,SUV, 5 Doors, 5 Seats,60000-70000 AUD
Toyota,2021,Land,Pacific Toyota City Used Cars,2021 Toyota Land Cruiser Prado GXL,USED,Automatic,-,Other,-,-,59095,White / -,"Parramatta Park, QLD",-,Wagon,,,60000-70000 AUD
Toyota,2020,Landcruiser,SUV,2020 Toyota Landcruiser Prado GXL,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,7.9 L / 100 km,68369,White / -,"Rockingham, WA",4 cyl,SUV, 4 Doors, 7 Seats,60000-70000 AUD
Ram,2017,1500,Highlands Garage,2017 Ram 1500 Laramie Crew Cab SWB RamBox,USED,Automatic,-,Other,Unleaded,-,230119,- / Brown,"Mittagong, NSW",-,Ute / Tray,,,60000-70000 AUD
Jeep,2021,Wrangler,SUV,2021 Jeep Wrangler Unlimited Overland (4X4),USED,Automatic,"6 cyl, 3.6 L",4WD,Unleaded,9.7 L / 100 km,10831,Grey / Black,"Alexandria, NSW",6 cyl,SUV, 4 Doors, 5 Seats,60000-70000 AUD
Hyundai,2023,I30,Hatchback,2023 Hyundai I30 N Premium With Sunroof,USED,Automatic,"4 cyl, 2 L",Front,Premium,8.5 L / 100 km,19,Black / Black,"Blacktown, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,60000-70000 AUD
Jeep,2020,Grand,SUV,2020 Jeep Grand Cherokee Overland (4X4),USED,Automatic,"6 cyl, 3 L",4WD,Diesel,7 L / 100 km,69696,Grey / Black,"Burswood, WA",6 cyl,SUV, 4 Doors, 5 Seats,60000-70000 AUD
Mercedes-Benz,2017,E300,Sedan,2017 Mercedes-Benz E300,USED,Automatic,"4 cyl, 2 L",Rear,Premium,7.1 L / 100 km,33145,Grey / Black,"Epping, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,60000-70000 AUD
Mercedes-Benz,2020,C300,Sedan,2020 Mercedes-Benz C300,USED,Automatic,"4 cyl, 2 L",Rear,Unleaded,7 L / 100 km,47938,Black / Black,"Sylvania, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,60000-70000 AUD
Toyota,2021,Fortuner,SUV,2021 Toyota Fortuner GXL,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,7.6 L / 100 km,16768,White / -,"Ballarat, VIC",4 cyl,SUV, 4 Doors, 7 Seats,60000-70000 AUD
Toyota,2017,Landcruiser,SUV,2017 Toyota Landcruiser LC200 Altitude Special Edition,USED,Automatic,"8 cyl, 4.5 L",4WD,Diesel,9.5 L / 100 km,250251,White / -,"Penrith, NSW",8 cyl,SUV, 4 Doors, 7 Seats,60000-70000 AUD
Toyota,2018,Landcruiser,SUV,2018 Toyota Landcruiser Prado GXL (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8 L / 100 km,77072,Silver / Black,"Berrimah, NT",4 cyl,SUV, 4 Doors, 7 Seats,60000-70000 AUD
BMW,2016,M2,Coupe,2016 BMW M2,USED,Automatic,"6 cyl, 3 L",Rear,Premium,7.9 L / 100 km,66943,Grey / -,"Oakleigh, VIC",6 cyl,Coupe, 2 Doors, 4 Seats,60000-70000 AUD
Toyota,2019,Landcruiser,SUV,2019 Toyota Landcruiser Prado GXL (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8 L / 100 km,75987,White / Grey Fabric,"Midland, WA",4 cyl,SUV, 4 Doors, 7 Seats,60000-70000 AUD
Nissan,2021,Navara,Ute / Tray,2021 Nissan Navara PRO-4X Warrior (4X4),USED,Automatic,"4 cyl, 2.3 L",4WD,Diesel,8.1 L / 100 km,43275,Grey / Black,"Mount Gambier, SA",4 cyl,Ute / Tray, 4 Doors, 5 Seats,60000-70000 AUD
Isuzu,2021,MU-X,SUV,2021 Isuzu MU-X LS-U (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,8.3 L / 100 km,18067,Red / Black,"Lavington, NSW",4 cyl,SUV, 4 Doors, 7 Seats,60000-70000 AUD
Toyota,2021,Hilux,Ute / Tray,2021 Toyota Hilux Rogue (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.4 L / 100 km,56417,Grey / 2Lle21,"Albion Park, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,60000-70000 AUD
Land,2018,Rover,SUV,2018 Land Rover Discovery SD4 SE (177KW),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,7.5 L / 100 km,74458,Grey / Black,"Brookvale, NSW",4 cyl,SUV, 4 Doors, 5 Seats,60000-70000 AUD
Tesla,2020,Model,Sedan,2020 Tesla Model 3 Long Range AWD,USED,Automatic,0 L,Rear,Electric,0 L / 100 km,51547,White / Black,"Jamisontown, NSW",0 L,Sedan, 5 Doors, 5 Seats,60000-70000 AUD
Kia,2021,Sorento,SUV,2021 Kia Sorento GT-Line 7 Seat,USED,Automatic,"6 cyl, 3.5 L",Front,Unleaded,9.7 L / 100 km,16446,Blue / Leather,"Mornington, VIC",6 cyl,SUV, 4 Doors, 7 Seats,60000-70000 AUD
Mercedes-Benz,2022,CLA,Sedan,2022 Mercedes-Benz CLA 200,USED,Automatic,"4 cyl, 1.3 L",Front,Premium,5.7 L / 100 km,23548,White / Black,"Osborne Park, WA",4 cyl,Sedan, 4 Doors, 5 Seats,60000-70000 AUD
Mazda,2021,BT-50,Ute / Tray,2021 Mazda BT-50 GT (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,8 L / 100 km,34850,Black / Brown,"Auburn, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,60000-70000 AUD
Toyota,2023,RAV4,SUV,2023 Toyota RAV4 XSE (2WD) Hybrid Premium Paint,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.8 L / 100 km,31,White / Black,"Smeaton Grange, NSW",4 cyl,SUV, 5 Doors, 5 Seats,60000-70000 AUD
Mini,2021,3D,Hatchback,2021 Mini 3D Hatch JCW Mini Yours,USED,Automatic,"4 cyl, 2 L",Front,Premium,6.3 L / 100 km,22800,Black / Mini Yours Leather Lounge Carbon Black,"Darlinghurst, NSW",4 cyl,Hatchback, 3 Doors, 4 Seats,60000-70000 AUD
Audi,2022,Q3,SUV,2022 Audi Q3 35 Tfsi,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,7.2 L / 100 km,20,Black / Black,"Pennant Hills, NSW",4 cyl,SUV, 4 Doors, 5 Seats,60000-70000 AUD
Mercedes-Benz,2019,C200,Coupe,2019 Mercedes-Benz C200,USED,Automatic,"4 cyl, 2 L",Rear,Unleaded,7 L / 100 km,31359,Silver / Black Artico,"Epping, VIC",4 cyl,Coupe, 2 Doors, 4 Seats,60000-70000 AUD
Ford,2022,Mustang,Hatchback,2022 Ford Mustang GT 5.0 V8,USED,Automatic,"8 cyl, 5 L",Rear,Premium,12.7 L / 100 km,3958,White / -,"Victoria Park, WA",8 cyl,Hatchback, 2 Doors, 4 Seats,60000-70000 AUD
Toyota,2021,Kluger,SUV,2021 Toyota Kluger GXL Hybrid AWD,USED,Automatic,"4 cyl, 2.5 L",AWD,Hybrid,5.6 L / 100 km,62178,White / Black,"Albion Park Rail, NSW",4 cyl,SUV, 5 Doors, 7 Seats,60000-70000 AUD
Toyota,2022,Rav,Chadstone Toyota,2022 Toyota Rav 4,USED,Automatic,-,Other,-,-,12187,Blue / -,"Oakleigh, VIC",-,Wagon,,,60000-70000 AUD
